"year"	"iso"	"valor"	"nombre"	"fila"	"country"	"indicator_name"	"ultimo_anio"
"652"	2013	""	0.0154	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"America Latina y el Caribe"	"GASIDSEPER"	
"653"	2013	"AR"	0.4525	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Argentina"	"GASIDSEPER"	
"654"	2013	"AR"	0.2437	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Argentina"	"GASIDSEPER"	
"655"	2013	"AR"	0.2932	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Argentina"	"GASIDSEPER"	
"656"	2013	"AR"	0.0106	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Argentina"	"GASIDSEPER"	
"657"	2013	"BR"	0.1942	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Brasil"	"GASIDSEPER"	
"658"	2013	"BR"	0.4769	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Brasil"	"GASIDSEPER"	
"659"	2013	"BR"	0.3289	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Brasil"	"GASIDSEPER"	
"660"	2013	"CL"	0.084	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Chile"	"GASIDSEPER"	
"661"	2013	"CL"	0.35	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Chile"	"GASIDSEPER"	
"662"	2013	"CL"	0.3932	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Chile"	"GASIDSEPER"	
"663"	2013	"CL"	0.1728	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Chile"	"GASIDSEPER"	
"664"	2013	"CO"	0.1503	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Colombia"	"GASIDSEPER"	
"665"	2013	"CO"	0.2396	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Colombia"	"GASIDSEPER"	
"666"	2013	"CO"	0.3811	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Colombia"	"GASIDSEPER"	
"667"	2013	"CO"	0.229	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Colombia"	"GASIDSEPER"	
"668"	2013	"CR"	0.2887	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Costa Rica"	"GASIDSEPER"	
"669"	2013	"CR"	0.3151	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Costa Rica"	"GASIDSEPER"	
"670"	2013	"CR"	0.3781	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Costa Rica"	"GASIDSEPER"	
"671"	2013	"CR"	0.0181	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Costa Rica"	"GASIDSEPER"	
"672"	2013	"EC"	0.3161	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Ecuador"	"GASIDSEPER"	
"673"	2013	"EC"	0.4906	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Ecuador"	"GASIDSEPER"	
"674"	2013	"EC"	0.1746	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Ecuador"	"GASIDSEPER"	
"675"	2013	"EC"	0.0187	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Ecuador"	"GASIDSEPER"	
"676"	2013	"ES"	0.1872	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Espana"	"GASIDSEPER"	
"677"	2013	"ES"	0.5308	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Espana"	"GASIDSEPER"	
"678"	2013	"ES"	0.2803	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Espana"	"GASIDSEPER"	
"679"	2013	"ES"	0.0017	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Espana"	"GASIDSEPER"	
"680"	2013	"GT"	0.2593	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Guatemala"	"GASIDSEPER"	
"681"	2013	"GT"	0.0013	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Guatemala"	"GASIDSEPER"	
"682"	2013	"GT"	0.7202	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Guatemala"	"GASIDSEPER"	
"683"	2013	"GT"	0.0191	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Guatemala"	"GASIDSEPER"	
"684"	2013	""	0.2544	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Iberoamerica"	"GASIDSEPER"	
"685"	2013	""	0.3596	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Iberoamerica"	"GASIDSEPER"	
"686"	2013	""	0.3741	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Iberoamerica"	"GASIDSEPER"	
"687"	2013	""	0.012	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Iberoamerica"	"GASIDSEPER"	
"688"	2013	"MX"	0.418	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Mexico"	"GASIDSEPER"	
"689"	2013	"MX"	0.2545	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Mexico"	"GASIDSEPER"	
"690"	2013	"MX"	0.3177	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Mexico"	"GASIDSEPER"	
"691"	2013	"MX"	0.0097	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Mexico"	"GASIDSEPER"	
"692"	2013	"PA"	0.5799	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Panama"	"GASIDSEPER"	
"693"	2013	"PA"	0.0188	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Panama"	"GASIDSEPER"	
"694"	2013	"PA"	0.0245	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Panama"	"GASIDSEPER"	
"695"	2013	"PA"	0.3768	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Panama"	"GASIDSEPER"	
"696"	2013	"PT"	0.0652	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Portugal"	"GASIDSEPER"	
"697"	2013	"PT"	0.4751	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Portugal"	"GASIDSEPER"	
"698"	2013	"PT"	0.4464	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Portugal"	"GASIDSEPER"	
"699"	2013	"PT"	0.0133	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Portugal"	"GASIDSEPER"	
"700"	2013	"PY"	0.3498	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Paraguay"	"GASIDSEPER"	
"701"	2013	"PY"	0.5005	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Paraguay"	"GASIDSEPER"	
"702"	2013	"PY"	0.1497	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Paraguay"	"GASIDSEPER"	
"703"	2013	"SV"	0.45	"Gasto en I+D por sector de ejecución"	"Gobierno"	"El Salvador"	"GASIDSEPER"	
"704"	2013	"SV"	0.55	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"El Salvador"	"GASIDSEPER"	
"705"	2013	"TT"	0.6061	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Trinidad y Tobago"	"GASIDSEPER"	
"706"	2013	"TT"	0.3939	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Trinidad y Tobago"	"GASIDSEPER"	
"707"	2013	"UY"	0.4403	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Uruguay"	"GASIDSEPER"	
"708"	2013	"UY"	0.1013	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Uruguay"	"GASIDSEPER"	
"709"	2013	"UY"	0.4404	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Uruguay"	"GASIDSEPER"	
"710"	2013	"UY"	0.018	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Uruguay"	"GASIDSEPER"	
"711"	2014	""	0.2733	"Gasto en I+D por sector de ejecución"	"Gobierno"	"America Latina y el Caribe"	"GASIDSEPER"	
"712"	2014	""	0.284	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"America Latina y el Caribe"	"GASIDSEPER"	
"713"	2014	""	0.4273	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"America Latina y el Caribe"	"GASIDSEPER"	
"714"	2014	""	0.0154	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"America Latina y el Caribe"	"GASIDSEPER"	
"715"	2014	"AR"	0.4761	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Argentina"	"GASIDSEPER"	
"716"	2014	"AR"	0.211	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Argentina"	"GASIDSEPER"	
"717"	2014	"AR"	0.3039	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Argentina"	"GASIDSEPER"	
"718"	2014	"AR"	0.009	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Argentina"	"GASIDSEPER"	
"719"	2014	"BR"	0.184	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Brasil"	"GASIDSEPER"	
"720"	2014	"BR"	0.5011	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Brasil"	"GASIDSEPER"	
"721"	2014	"BR"	0.3149	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Brasil"	"GASIDSEPER"	
"722"	2014	"CL"	0.0814	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Chile"	"GASIDSEPER"	
"723"	2014	"CL"	0.3338	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Chile"	"GASIDSEPER"	
"724"	2014	"CL"	0.3896	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Chile"	"GASIDSEPER"	
"725"	2014	"CL"	0.1952	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Chile"	"GASIDSEPER"	
"726"	2014	"CO"	0.0895	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Colombia"	"GASIDSEPER"	
"727"	2014	"CO"	0.4262	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Colombia"	"GASIDSEPER"	
"728"	2014	"CO"	0.3106	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Colombia"	"GASIDSEPER"	
"729"	2014	"CO"	0.1737	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Colombia"	"GASIDSEPER"	
"730"	2014	"CR"	0.2693	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Costa Rica"	"GASIDSEPER"	
"731"	2014	"CR"	0.3647	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Costa Rica"	"GASIDSEPER"	
"732"	2014	"CR"	0.3579	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Costa Rica"	"GASIDSEPER"	
"733"	2014	"CR"	0.0082	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Costa Rica"	"GASIDSEPER"	
"734"	2014	"EC"	0.3681	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Ecuador"	"GASIDSEPER"	1
"735"	2014	"EC"	0.423	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Ecuador"	"GASIDSEPER"	1
"736"	2014	"EC"	0.1947	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Ecuador"	"GASIDSEPER"	1
"737"	2014	"EC"	0.0142	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Ecuador"	"GASIDSEPER"	1
"738"	2014	"ES"	0.1879	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Espana"	"GASIDSEPER"	
"739"	2014	"ES"	0.5292	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Espana"	"GASIDSEPER"	
"740"	2014	"ES"	0.2813	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Espana"	"GASIDSEPER"	
"741"	2014	"ES"	0.0017	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Espana"	"GASIDSEPER"	
"742"	2014	"GT"	0.2527	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Guatemala"	"GASIDSEPER"	
"743"	2014	"GT"	0.0055	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Guatemala"	"GASIDSEPER"	
"744"	2014	"GT"	0.7364	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Guatemala"	"GASIDSEPER"	
"745"	2014	"GT"	0.0053	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Guatemala"	"GASIDSEPER"	
"746"	2014	""	0.244	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Iberoamerica"	"GASIDSEPER"	
"747"	2014	""	0.3486	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Iberoamerica"	"GASIDSEPER"	
"748"	2014	""	0.395	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Iberoamerica"	"GASIDSEPER"	
"749"	2014	""	0.0124	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Iberoamerica"	"GASIDSEPER"	
"750"	2014	"MX"	0.3233	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Mexico"	"GASIDSEPER"	
"751"	2014	"MX"	0.1786	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Mexico"	"GASIDSEPER"	
"752"	2014	"MX"	0.4881	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Mexico"	"GASIDSEPER"	
"753"	2014	"MX"	0.01	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Mexico"	"GASIDSEPER"	
"754"	2014	"PA"	0.244	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Panama"	"GASIDSEPER"	
"755"	2014	"PA"	0.0029	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Panama"	"GASIDSEPER"	
"756"	2014	"PA"	0.0316	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Panama"	"GASIDSEPER"	
"757"	2014	"PA"	0.7215	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Panama"	"GASIDSEPER"	
"758"	2014	"PE"	0.4453	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Peru"	"GASIDSEPER"	
"759"	2014	"PE"	0.433	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Peru"	"GASIDSEPER"	
"760"	2014	"PE"	0.1217	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Peru"	"GASIDSEPER"	
"761"	2014	"PT"	0.0626	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Portugal"	"GASIDSEPER"	
"762"	2014	"PT"	0.4641	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Portugal"	"GASIDSEPER"	
"763"	2014	"PT"	0.4561	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Portugal"	"GASIDSEPER"	
"764"	2014	"PT"	0.0172	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Portugal"	"GASIDSEPER"	
"765"	2014	"PY"	0.3724	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Paraguay"	"GASIDSEPER"	
"766"	2014	"PY"	0.434	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Paraguay"	"GASIDSEPER"	
"767"	2014	"PY"	0.1936	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Paraguay"	"GASIDSEPER"	
"768"	2014	"SV"	0.398	"Gasto en I+D por sector de ejecución"	"Gobierno"	"El Salvador"	"GASIDSEPER"	
"769"	2014	"SV"	0.602	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"El Salvador"	"GASIDSEPER"	
"770"	2014	"TT"	0.7372	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Trinidad y Tobago"	"GASIDSEPER"	
"771"	2014	"TT"	0.2628	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Trinidad y Tobago"	"GASIDSEPER"	
"772"	2014	"UY"	0.3439	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Uruguay"	"GASIDSEPER"	
"773"	2014	"UY"	0.0461	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Uruguay"	"GASIDSEPER"	
"774"	2014	"UY"	0.5976	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Uruguay"	"GASIDSEPER"	
"775"	2014	"UY"	0.0124	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Uruguay"	"GASIDSEPER"	
"776"	2015	""	0.2748	"Gasto en I+D por sector de ejecución"	"Gobierno"	"America Latina y el Caribe"	"GASIDSEPER"	
"777"	2015	""	0.2855	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"America Latina y el Caribe"	"GASIDSEPER"	
"778"	2015	""	0.4243	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"America Latina y el Caribe"	"GASIDSEPER"	
"779"	2015	""	0.0154	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"America Latina y el Caribe"	"GASIDSEPER"	
"780"	2015	"AR"	0.5083	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Argentina"	"GASIDSEPER"	
"781"	2015	"AR"	0.2248	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Argentina"	"GASIDSEPER"	
"782"	2015	"AR"	0.2581	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Argentina"	"GASIDSEPER"	
"783"	2015	"AR"	0.0088	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Argentina"	"GASIDSEPER"	
"784"	2015	"BR"	0.196	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Brasil"	"GASIDSEPER"	
"785"	2015	"BR"	0.5081	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Brasil"	"GASIDSEPER"	
"786"	2015	"BR"	0.2959	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Brasil"	"GASIDSEPER"	
"787"	2015	"CL"	0.0781	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Chile"	"GASIDSEPER"	
"788"	2015	"CL"	0.343	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Chile"	"GASIDSEPER"	
"789"	2015	"CL"	0.3853	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Chile"	"GASIDSEPER"	
"790"	2015	"CL"	0.1935	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Chile"	"GASIDSEPER"	
"791"	2015	"CO"	0.0964	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Colombia"	"GASIDSEPER"	
"792"	2015	"CO"	0.4465	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Colombia"	"GASIDSEPER"	
"793"	2015	"CO"	0.2905	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Colombia"	"GASIDSEPER"	
"794"	2015	"CO"	0.1666	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Colombia"	"GASIDSEPER"	
"795"	2015	"CR"	0.2362	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Costa Rica"	"GASIDSEPER"	
"796"	2015	"CR"	0.2662	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Costa Rica"	"GASIDSEPER"	
"797"	2015	"CR"	0.4929	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Costa Rica"	"GASIDSEPER"	
"798"	2015	"CR"	0.0047	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Costa Rica"	"GASIDSEPER"	
"799"	2015	"ES"	0.1913	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Espana"	"GASIDSEPER"	
"800"	2015	"ES"	0.5254	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Espana"	"GASIDSEPER"	
"801"	2015	"ES"	0.2812	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Espana"	"GASIDSEPER"	
"802"	2015	"ES"	0.0021	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Espana"	"GASIDSEPER"	
"803"	2015	"GT"	0.3073	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Guatemala"	"GASIDSEPER"	
"804"	2015	"GT"	0.0088	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Guatemala"	"GASIDSEPER"	
"805"	2015	"GT"	0.6839	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Guatemala"	"GASIDSEPER"	
"806"	2015	"GT"	0	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Guatemala"	"GASIDSEPER"	
"807"	2015	""	0.2452	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Iberoamerica"	"GASIDSEPER"	
"808"	2015	""	0.3509	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Iberoamerica"	"GASIDSEPER"	
"809"	2015	""	0.3916	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Iberoamerica"	"GASIDSEPER"	
"810"	2015	""	0.0122	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Iberoamerica"	"GASIDSEPER"	
"811"	2015	"MX"	0.3012	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Mexico"	"GASIDSEPER"	
"812"	2015	"MX"	0.1861	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Mexico"	"GASIDSEPER"	
"813"	2015	"MX"	0.5034	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Mexico"	"GASIDSEPER"	
"814"	2015	"MX"	0.0093	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Mexico"	"GASIDSEPER"	
"815"	2015	"PA"	0.2523	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Panama"	"GASIDSEPER"	
"816"	2015	"PA"	0.0038	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Panama"	"GASIDSEPER"	
"817"	2015	"PA"	0.0392	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Panama"	"GASIDSEPER"	
"818"	2015	"PA"	0.7047	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Panama"	"GASIDSEPER"	
"819"	2015	"PE"	0.4169	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Peru"	"GASIDSEPER"	1
"820"	2015	"PE"	0.4686	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Peru"	"GASIDSEPER"	1
"821"	2015	"PE"	0.1146	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Peru"	"GASIDSEPER"	1
"822"	2015	"PT"	0.0648	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Portugal"	"GASIDSEPER"	
"823"	2015	"PT"	0.4639	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Portugal"	"GASIDSEPER"	
"824"	2015	"PT"	0.4554	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Portugal"	"GASIDSEPER"	
"825"	2015	"PT"	0.0158	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Portugal"	"GASIDSEPER"	
"826"	2015	"PY"	0.4805	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Paraguay"	"GASIDSEPER"	
"827"	2015	"PY"	0.5195	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Paraguay"	"GASIDSEPER"	
"828"	2015	"SV"	0.2664	"Gasto en I+D por sector de ejecución"	"Gobierno"	"El Salvador"	"GASIDSEPER"	
"829"	2015	"SV"	0.4163	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"El Salvador"	"GASIDSEPER"	
"830"	2015	"SV"	0.3174	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"El Salvador"	"GASIDSEPER"	
"831"	2015	"TT"	0.783	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Trinidad y Tobago"	"GASIDSEPER"	
"832"	2015	"TT"	0.217	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Trinidad y Tobago"	"GASIDSEPER"	
"833"	2015	"UY"	0.3439	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Uruguay"	"GASIDSEPER"	
"834"	2015	"UY"	0.0461	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Uruguay"	"GASIDSEPER"	
"835"	2015	"UY"	0.5976	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Uruguay"	"GASIDSEPER"	
"836"	2015	"UY"	0.0124	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Uruguay"	"GASIDSEPER"	
"837"	2016	""	0.2646	"Gasto en I+D por sector de ejecución"	"Gobierno"	"America Latina y el Caribe"	"GASIDSEPER"	
"838"	2016	""	0.2959	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"America Latina y el Caribe"	"GASIDSEPER"	
"839"	2016	""	0.4265	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"America Latina y el Caribe"	"GASIDSEPER"	
"840"	2016	""	0.0131	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"America Latina y el Caribe"	"GASIDSEPER"	
"841"	2016	"AR"	0.4705	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Argentina"	"GASIDSEPER"	
"842"	2016	"AR"	0.257	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Argentina"	"GASIDSEPER"	
"843"	2016	"AR"	0.2652	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Argentina"	"GASIDSEPER"	
"844"	2016	"AR"	0.0073	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Argentina"	"GASIDSEPER"	
"845"	2016	"BR"	0.1914	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Brasil"	"GASIDSEPER"	
"846"	2016	"BR"	0.4843	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Brasil"	"GASIDSEPER"	
"847"	2016	"BR"	0.3243	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Brasil"	"GASIDSEPER"	
"848"	2016	"CL"	0.129	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Chile"	"GASIDSEPER"	
"849"	2016	"CL"	0.3769	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Chile"	"GASIDSEPER"	
"850"	2016	"CL"	0.4306	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Chile"	"GASIDSEPER"	
"851"	2016	"CL"	0.0636	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Chile"	"GASIDSEPER"	
"852"	2016	"CO"	0.0647	"Gasto en I+D por sector de ejecución"	"Gobierno"	"Colombia"	"GASIDSEPER"	
"853"	2016	"CO"	0.4839	"Gasto en I+D por sector de ejecución"	"Empresas (Publicas y Privadas)"	"Colombia"	"GASIDSEPER"	
"854"	2016	"CO"	0.278	"Gasto en I+D por sector de ejecución"	"Educacion Superior"	"Colombia"	"GASIDSEPER"	
"855"	2016	"CO"	0.1734	"Gasto en I+D por sector de ejecución"	"Org. priv. sin fines de lucro"	"Colombia"	"GASIDSEPER"	
